arm,held_position,fold_id,episode_id,episode_family,episode_local,source_seed,learning_rate,encoder_weight_decay,epochs,finetuning_seed,support_rows,query_rows,support_macro_f1,query_macro_f1,query_accuracy,query_balanced_accuracy,query_worst_class_f1,query_recall_by_class,encoder_displacement_frobenius,all_objectives_finite
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0,5,2955453809,35,1400,0.36056483199340345,0.15165090649547888,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.01511698329244716,True
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0,10,2955453809,35,1400,0.38498485641342783,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.02927735094956995,True
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0,20,2955453809,35,1400,0.38498485641342783,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.05657342157210097,True
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0001,5,4106385402,35,1400,0.36056483199340345,0.15165090649547888,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.01511698329244716,True
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0001,10,4106385402,35,1400,0.38498485641342783,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.02927735094956995,True
PARTIAL_FT,P1,S1,0,A,0,44,1e-05,0.0001,20,4106385402,35,1400,0.38498485641342783,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.05657342157210097,True
PARTIAL_FT,P1,S1,0,A,0,44,3e-05,0.0,5,3197620197,35,1400,0.38498485641342783,0.14097114651048165,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.0426059622425975,True
PARTIAL_FT,P1,S1,0,A,0,44,3e-05,0.0,10,3197620197,35,1400,0.41568748711605846,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.08223883018561133,True
PARTIAL_FT,P1,S1,0,A,0,44,3e-05,0.0,20,3197620197,35,1400,0.500247371675943,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.16314132582676458,True
PARTIAL_FT,P1,S1,0,A,0,44,3e-05,0.0001,5,388548326,35,1400,0.38498485641342783,0.14097114651048165,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.0426059622425975,True
PARTIAL_FT,P1,S1,0,A,0,44,3e-05,0.0001,10,388548326,35,1400,0.41568748711605846,0.1391455007887181,0.17785714285714285,0.17785714285714288,0.0,0.0|0.25|0.0|0.745|0.0|0.0|0.25,0.08223883018561133,True
