method,budget,class_index,ER,surface,rows_per_unit,mean_row_accuracy,unit_sd
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,0,2,50,0.2504,0.423730857974729
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,0,50,0.0616,0.019116485032557636
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,1,50,0.5028,0.49717618607491665
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,1,2,50,0.1176,0.3184623054617296
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,0,50,0.0012,0.008400000000000001
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,5,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,0,50,0.0396,0.19400989665478413
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,0,2,50,0.0098,0.00999799979995999
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,0,50,0.4478,0.4955392618148435
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,0,50,0.8,0.39999999999999997
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,1,50,0.1844,0.37575076846228805
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,100,6,2,2,50,0.98,4.440892098500626e-16
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,1,50,0.188,0.37600000000000006
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,0,2,2,50,0.184,0.3680000000000001
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,0,50,0.994,0.009165151389911688
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,0,2,50,0.3586,0.39580050530538735
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,0,50,0.1686,0.35665394992905947
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,1,2,2,50,0.096,0.192
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,0,50,0.01,0.07056911505750939
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,0,2,50,0.0412,0.08327400554794996
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,0,50,0.4,0.4898979485566356
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,1,50,0.3918,0.4827926677156562
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,1,2,50,0.021,0.044395945760846225
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,1,50,0.805,0.39303307748839666
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,2,2,2,50,0.0346,0.05454209383586221
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,1,50,0.227,0.3174444833352755
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,0,50,0.048,0.03919183588453085
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,1,2,50,0.008,0.009797958971132713
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,3,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,0,50,0.0816,0.25500870573374546
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,0,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,1,50,0.0084,0.020819221887476966
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,1,2,50,0.3764,0.45787666461613863
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,1,50,0.58,0.4504220243282959
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,4,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,1,50,0.012,0.024
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,0,2,50,0.2368,0.4086144392945506
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,0,50,0.0672,0.011838918869558995
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,1,50,0.4868,0.4933008818155508
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,1,2,50,0.095,0.2830035335468446
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,5,2,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,0,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,0,2,50,0.012,0.009797958971132711
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,0,50,0.465,0.4889447821584765
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,1,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,1,2,50,0.0,0.0
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,0,50,0.8,0.39999999999999997
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,1,50,0.196,0.392
FULL_C1_ENCODER_FINETUNING_LINEAR_SOFTMAX,500,6,2,2,50,0.98,4.440892098500626e-16
