budget,method,source_seed,support_seed,accuracy,macro_f1,balanced_accuracy,worst_class_f1,prediction_sha256
7,TARGET_ONLY_COSINE_PROTOTYPE,46,280001,0.19238095238095237,0.18292635476634245,0.19238095238095237,0.029459901800327332,47ca3b98b9bbc32f12ce5ef96066cdd99472f3d8c6381db3fcae7d53b76f1e5f
7,TARGET_ONLY_COSINE_PROTOTYPE,46,305093,0.16095238095238096,0.12077311901243999,0.16095238095238096,0.0,171622399c2acc2744ab638382709aaf96d56857730a7e4f9c23361f296436c7
7,TARGET_ONLY_COSINE_PROTOTYPE,46,330017,0.14507936507936509,0.11556370007368695,0.14507936507936509,0.0,ae545b44eec89acb8bfaedb5048d9db7a9f41c523c871ff95e17aeeb18f0de8d
7,TARGET_ONLY_COSINE_PROTOTYPE,46,355031,0.16158730158730158,0.15232725352939247,0.16158730158730158,0.0,23adcea743147d698458f0c4bb98ed06c88d01339e1670437a0189ef6d7ded14
7,TARGET_ONLY_COSINE_PROTOTYPE,46,380041,0.12666666666666668,0.11104083224936799,0.12666666666666668,0.0,d23f12e1bdd2b84a461df6f83fdb2bf246c4798fad111237e6e6e2b45d4b9755
7,TARGET_ONLY_COSINE_PROTOTYPE,46,405019,0.1711111111111111,0.13722851017277268,0.17111111111111113,0.0,d8f1dd7bc74ddfe883a17f3ba4313604da22f86275261b232e033350b7e363f5
7,TARGET_ONLY_COSINE_PROTOTYPE,46,430007,0.11238095238095239,0.09298441366465444,0.11238095238095237,0.0,9570199989935b41f6c474085f3fbee952237aae1a885845b743fc0aa297ffc7
7,TARGET_ONLY_COSINE_PROTOTYPE,46,455003,0.1415873015873016,0.13771532097388642,0.14158730158730157,0.0030721966205837174,54e55c26570016e0697a487ad417943580f0d447407f7b5371315509ea24b4ff
7,TARGET_ONLY_COSINE_PROTOTYPE,46,480017,0.11301587301587301,0.08667896782761944,0.11301587301587301,0.0,b6e419ef08f3a7b1615954def49b2530cb934e66edacfaeaecce6b8291344835
7,TARGET_ONLY_COSINE_PROTOTYPE,46,505027,0.12857142857142856,0.10505671988944797,0.1285714285714286,0.0,cf2ba2569588404e50a90b7944b6f53060367ed7a8b095394b71deef42f81ad7
7,TARGET_ONLY_COSINE_PROTOTYPE,46,530017,0.12603174603174602,0.12034940288898317,0.12603174603174602,0.0033003300330033004,98b562aa66e01e74b5a97e0c70dfb9fcc928be14e2f186faa86ab6ec84324e49
7,TARGET_ONLY_COSINE_PROTOTYPE,46,555029,0.10031746031746032,0.09984066159282094,0.10031746031746029,0.0,89d8f769e5e4e20b3353f7ef18b5e76771d43e59d6d8a4e983c63488b77829dd
7,TARGET_ONLY_COSINE_PROTOTYPE,46,580031,0.1111111111111111,0.07218747263743304,0.11111111111111112,0.0,6539fdd66ac6346df4e467aedea0bbec338f86ccd94bf939725fffb709b31dc4
10,TARGET_ONLY_COSINE_PROTOTYPE,42,104729,0.1711111111111111,0.16036181579911965,0.17111111111111107,0.0,2428b73a90bf0171f34280ecf8e26cb93970a4a7aae7597e3841027098e26f76
10,TARGET_ONLY_COSINE_PROTOTYPE,42,130363,0.08952380952380952,0.06750890221620494,0.08952380952380953,0.0,3ff0b3956572e7c2bef002367cc8a544be3fe968f373a46391a104cf6a67f17f
10,TARGET_ONLY_COSINE_PROTOTYPE,42,155921,0.10920634920634921,0.09893235660912526,0.10920634920634921,0.0,f961f94856af7231f95b05b48f7415cbf4107ee0f776babdb2ddcef7b9f43bf5
10,TARGET_ONLY_COSINE_PROTOTYPE,42,181081,0.17333333333333334,0.1409836219393758,0.17333333333333334,0.0,0fb1f5818e401f25bd9665d23a1b55ff65415afe6a855ed394a1dc2218771154
10,TARGET_ONLY_COSINE_PROTOTYPE,42,205439,0.16063492063492063,0.15519662353820268,0.16063492063492063,0.0,ab2dd173733e6f2ad64a71856df1c18df1b9a79477925dd4a81c732602330e9b
10,TARGET_ONLY_COSINE_PROTOTYPE,42,230003,0.18825396825396826,0.18978716244157195,0.18825396825396826,0.0986784140969163,fe6efe9d46765b0b3f7efe63575f219e11b1d804a8729af1143c91f6af0e6e03
10,TARGET_ONLY_COSINE_PROTOTYPE,42,254959,0.10984126984126984,0.09489077583123073,0.10984126984126984,0.0,31b029a79efbb82bcbd54e960fa016d5e4e109a401786f300757fd21e4aef65c
10,TARGET_ONLY_COSINE_PROTOTYPE,42,280001,0.19142857142857142,0.15871345380649124,0.19142857142857142,0.0,00a5e347f82b9fe365f9f13add39940bd27a205c612afce7e0947c3fd337b33d
10,TARGET_ONLY_COSINE_PROTOTYPE,42,305093,0.11936507936507937,0.10949504499850014,0.11936507936507937,0.0,8ae50f334d20ae964ee88d8e11d6e748c456b6700e126b503d2566c338582a9f
10,TARGET_ONLY_COSINE_PROTOTYPE,42,330017,0.08476190476190476,0.0775449582330636,0.08476190476190475,0.0,0f7e1ebd180172a7619b89aca5bfe6c045ba1029918d6470b08ccb1240a90028
10,TARGET_ONLY_COSINE_PROTOTYPE,42,355031,0.15873015873015872,0.14776903768799535,0.15873015873015875,0.0,cda6c70ef9becf6f6e3cbcc14744a35f3c85ceaf97afc5fef8ba87d1bd7ae525
10,TARGET_ONLY_COSINE_PROTOTYPE,42,380041,0.08825396825396825,0.08223223069721085,0.08825396825396827,0.0,a5848d1f5020ba94436e24437e00842982b51cdaaeeec15ef89909ae8eb08cc2
10,TARGET_ONLY_COSINE_PROTOTYPE,42,405019,0.08095238095238096,0.07582464987759642,0.08095238095238096,0.0,f6e6a3ae6174a12d69a0dfe530d484fde456da612bb2a5d35e77e9e0a6b8615e
10,TARGET_ONLY_COSINE_PROTOTYPE,42,430007,0.18761904761904763,0.1644803989212287,0.1876190476190476,0.0,61417eae22bc9609ccb2ba6e240c64cece3a1859a7a214166a8d2e90b68d6ad0
10,TARGET_ONLY_COSINE_PROTOTYPE,42,455003,0.10825396825396826,0.10865234987234587,0.10825396825396826,0.007992007992007992,be4621c73ae3d26ab202e46583157fbcb8b96c45a958fec7be411f12636d558a
10,TARGET_ONLY_COSINE_PROTOTYPE,42,480017,0.09555555555555556,0.08770344647609028,0.09555555555555555,0.0,ad3d5750c30e003ebedcfa47b1750c6cfe8fe80582a12d5df434b72ceec4037d
10,TARGET_ONLY_COSINE_PROTOTYPE,42,505027,0.07777777777777778,0.06804516096473816,0.07777777777777779,0.0,42f8d41041f639630c54cd9c192731ec6ec5937a6494e7c0a63debf6044cae82
10,TARGET_ONLY_COSINE_PROTOTYPE,42,530017,0.12793650793650793,0.10699257821041479,0.12793650793650793,0.0,90bcad3af1956a92c47003c2a9fbef5146e879dfcbfb77412d21a9af921ff6ba
10,TARGET_ONLY_COSINE_PROTOTYPE,42,555029,0.14126984126984127,0.11712417055210098,0.14126984126984127,0.0,aca698e9690db5586ed8f8944b8ad18ef86a4c8893b09cbe37e2a9faf35521a3
10,TARGET_ONLY_COSINE_PROTOTYPE,42,580031,0.11428571428571428,0.10690844559043848,0.1142857142857143,0.0,21807e4f45b8aa07c123781352072dd39eed01bc857112e04f834bfdba78d8c8
10,TARGET_ONLY_COSINE_PROTOTYPE,43,104729,0.17333333333333334,0.14852804469157718,0.17333333333333334,0.0,86103054c1540516df0b84bcb101b83384ec849f311bd769a30f1c58ac7964e9
10,TARGET_ONLY_COSINE_PROTOTYPE,43,130363,0.1726984126984127,0.17396596296102432,0.1726984126984127,0.09558160504959423,128b4b17741a9c0934153cdb12afad2cb31ac76a5dd4654f2cfc5be1a2039ce3
10,TARGET_ONLY_COSINE_PROTOTYPE,43,155921,0.1380952380952381,0.12050659015262268,0.13809523809523808,0.0,a21f3ead192c5c503c8f4119e2d16f7d12a0038422a63688f2680d1245dbfaa3
10,TARGET_ONLY_COSINE_PROTOTYPE,43,181081,0.17587301587301588,0.1630059137255053,0.17587301587301588,0.0,f6e59424f9316b051ca75de7e1fb50b5db1dcd0be70790999d0304235c04790f
