budget,source_seed,support_seed,fold,support_rows,class_count_min,class_count_max,regularization_lambda,initial_support_cross_entropy,support_cross_entropy,proximal_penalty,initial_objective,final_objective,objective_reduction,gradient_inf_norm,optimizer_iterations,optimizer_function_evaluations,closure_evaluations,support_accuracy,support_macro_f1,support_worst_class_f1,weight_displacement_frobenius,bias_displacement_l2,anchor_head_sha256,adapted_head_sha256,optimizer_completed_finite
50,45,254959,0,50,7,8,100.0,3.019320242370883,1.8612219232818092,0.25519373511907084,3.019320242370883,2.11641565840088,0.902904583970003,1.9866802173154618e-07,47,54,54,0.26,0.2533598054606458,0.14285714285714285,2.1423300741909403,0.036839489805394046,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,f1a29562372517810fd13badcf77c5b3c79547d06f8ba8f171c50304c886b2ca,True
100,45,254959,0,100,14,15,100.0,3.0471643465478087,1.9032143314282919,0.25357752551473633,3.0471643465478087,2.156791856943028,0.8903724896047804,1.265066609098739e-07,41,46,46,0.2,0.20002944956093383,0.0,2.135482664342237,0.03966704304440438,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,3cf3692da1fcad03df2884981b29a88746fa6e60ad73d3f4edb15a2b764bb2c7,True
200,45,254959,0,200,28,29,100.0,3.0143295726251034,1.9082495947919547,0.2519906569459922,3.0143295726251034,2.160240251737947,0.8540893208871565,2.9013003340419563e-07,49,57,57,0.175,0.17445816745397666,0.0,2.1287877164137017,0.03968345882778939,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,3f7688015f273dd288bb29bdda482598a8e837f36504254984b7b57a87b5b0dd,True
500,45,254959,0,500,71,72,100.0,2.9959517110125655,1.9039844975139066,0.24804917858161235,2.9959517110125655,2.152033676095519,0.8439180349170465,1.9784332070359179e-07,50,57,57,0.186,0.18676782380548787,0.0,2.1121224144352744,0.03665554696510273,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,fb85d9bb43a30f64eb82150fb13fb571e230d858d8785e9295408cc503787330,True
7,45,280001,0,7,1,1,100.0,3.6162531659248605,1.2002869428349643,0.6660113727301965,3.6162531659248605,1.8662983155651607,1.7499548503596998,2.370266470180793e-07,44,49,49,1.0,1.0,1.0,3.4612555614072806,0.03541940207579234,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,ef84da3050e0b812def0aea28aee73f088d12708b79c8a8fcefe870151fd9de6,True
10,45,280001,0,10,1,2,100.0,3.445674644065196,1.3098757785304924,0.5753871372945941,3.445674644065196,1.8852629158250864,1.5604117282401098,2.0786203269729242e-07,45,50,50,0.7,0.49523809523809526,0.0,3.2172365611680633,0.024566428581377968,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,8c57068b632d65ab6c85b4297f5156401b54e6554d26e2e1dc252609093d15c7,True
20,45,280001,0,20,2,3,100.0,3.3878576362121384,1.71591294775993,0.4690389045000575,3.3878576362121384,2.1849518522599873,1.202905783952151,1.760626040705343e-07,51,57,57,0.25,0.2316326530612245,0.0,2.9047859780572898,0.015110050886205376,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,e27008f3aae43448381f3cb87fbe8df42c55c50d61e27885e0dec0fe325082ac,True
21,45,280001,0,21,3,3,100.0,3.513975511009526,1.7825323409315414,0.4480296062591879,3.513975511009526,2.230561947190729,1.283413563818797,2.083787170904794e-07,49,59,59,0.2857142857142857,0.2748299319727891,0.0,2.838979220518776,0.015798799492040765,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,adb6dafff14abe87c3c38b3e28c613a4b7eda2a69c22d25225c8439307c4883a,True
35,45,280001,0,35,5,5,100.0,2.9919060529792256,1.9070533730419024,0.2510551599545093,2.9919060529792256,2.158108532996412,0.8337975199828138,2.4198492809546224e-07,46,52,52,0.2,0.2015048443619872,0.0,2.1248728234289476,0.037387321844657644,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a5ea987bfbbe282d60262df68a9697a637e33f6b19e03c2d520505c170c69551,True
50,45,280001,0,50,7,8,100.0,3.1193019338316517,1.9547681734218165,0.2534651070129147,3.1193019338316517,2.2082332804347313,0.9110686533969203,3.3831533830571553e-07,42,55,55,0.12,0.1100907029478458,0.0,2.1350989897546984,0.03449027559762517,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,4e321813679206f9d16e7c9c5bd8c5176864d20a2f347571fc5aa440483cef86,True
100,45,280001,0,100,14,15,100.0,3.07039797077369,1.926868809107426,0.2616380019408114,3.07039797077369,2.1885068110482373,0.8818911597254528,2.9712795747427467e-07,42,52,52,0.16,0.16149202789620246,0.0,2.1693164108700875,0.030560831875429455,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,25ebe0e3eef0b81a0db1816ffe0702f9b9053ed765b7d1a06c1dbc33309a0a95,True
200,45,280001,0,200,28,29,100.0,2.9969805994518945,1.9080725826443827,0.24744132287714554,2.9969805994518945,2.1555139055215284,0.8414666939303661,2.8227940128411344e-07,50,57,57,0.185,0.18682904934896558,0.0,2.1095363803532488,0.03640959387251376,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,0c2355374302974afad377efa4174a95d78f5c0f42602c2d01d31ff89cb9f36d,True
500,45,280001,0,500,71,72,100.0,2.986814818678153,1.905819791676534,0.24449352044424227,2.986814818678153,2.1503133121207765,0.8365015065573767,2.546696991163541e-07,40,49,49,0.19,0.19150530526379325,0.026143790849673203,2.0969579625835264,0.034723708751547976,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,832e02470dcf32d9cf9333aaa3babe8273b87c62a3f5bc6fdf41fb4c256dee49,True
7,45,305093,0,7,1,1,100.0,3.667570163558092,1.2215040087971132,0.5833671704345492,3.667570163558092,1.8048711792316623,1.8626989843264297,1.3305219065222473e-07,46,53,53,0.8571428571428571,0.8095238095238094,0.0,3.2393161105623953,0.04008156644215534,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,b08749ebc7f269b34c3621ce09293285f9250d0bb1e15378584881e704531694,True
10,45,305093,0,10,1,2,100.0,3.843531611649598,1.3307836962212718,0.5774400553807632,3.843531611649598,1.9082237516020348,1.9353078600475633,2.84656138053313e-07,55,61,61,0.7,0.5857142857142856,0.0,3.2225490533489847,0.0576558328314945,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,b7aabec66ae616e207ec70a05812637b0b9b2319a348f3c4c5d45b10f1ae1285,True
20,45,305093,0,20,2,3,100.0,3.2120329009985857,1.772968502852161,0.35879680235279143,3.2120329009985857,2.1317653052049526,1.0802675957936332,2.803122990746934e-07,42,48,48,0.25,0.21700680272108844,0.0,2.5404517744778983,0.029313066690786406,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,d897839896d568545cbe6705278f15d6d69a5be9239e4ff00786f0c6132440d2,True
21,45,305093,0,21,3,3,100.0,3.0944165677304496,1.7589111370636203,0.33322054863372735,3.0944165677304496,2.0921316856973475,1.002284882033102,2.0790441651260833e-07,49,55,55,0.2857142857142857,0.2860544217687075,0.0,2.448299279320118,0.021640443649387546,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,e8f65d2c21eb846501dc90041a3db7aab8cf49f7ded185a89b52c93c9a21fb0d,True
35,45,305093,0,35,5,5,100.0,3.1370094309573284,1.9068112409893356,0.2894550993818347,3.1370094309573284,2.1962663403711704,0.940743090586158,6.35351933649022e-07,47,55,55,0.2,0.19696969696969696,0.0,2.2818751289608765,0.018523868629094845,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,ea87d7717cac32f4c605798abcbab291ed2d6f5145207602330f03d868019219,True
50,45,305093,0,50,7,8,100.0,3.11384417862718,1.9003855980882118,0.26447114150685774,3.11384417862718,2.1648567395950695,0.9489874390321105,1.815180859440768e-07,42,46,46,0.26,0.2649239649239649,0.15384615384615385,2.1810219463842624,0.031290655131761755,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a7b9915eb7e60298a87c58e41191acef2288737bdc11745bba1d231916de8b19,True
100,45,305093,0,100,14,15,100.0,3.091697590017574,1.9188519776984632,0.2625791062783067,3.091697590017574,2.18143108397677,0.910266506040804,2.5500135416439695e-07,42,47,47,0.2,0.20113178704765264,0.0,2.173185658785494,0.032591630763073774,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,b166b45b22a3b6f88775762194e6875aa0b219161e0b07d46852c57d9d5da204,True
200,45,305093,0,200,28,29,100.0,3.01697274447867,1.9138876308097619,0.24750941026033624,3.01697274447867,2.161397041070098,0.8555757034085718,1.458339208588056e-07,40,47,47,0.19,0.18811943035958226,0.031746031746031744,2.1098814440211586,0.03308447911993881,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,1f33813d849b55fa0c1441d7d0c875cb889c57752d1860e94f60605ff4f495f0,True
500,45,305093,0,500,71,72,100.0,2.9956189530114323,1.9181698168628138,0.24194504797268152,2.9956189530114323,2.1601148648354953,0.835504088175937,2.5574775875183975e-07,40,50,50,0.2,0.19978997901775994,0.0375,2.0859956881818884,0.03483391903175444,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,06ee00a424b34f29c2f8a539164eff947a78a488af043fdd4697c9b6f39c7902,True
7,45,330017,0,7,1,1,100.0,3.5615929440698326,1.165040060020766,0.5710336702228349,3.5615929440698326,1.736073730243601,1.8255192138262317,2.504129986147241e-07,56,61,61,1.0,1.0,1.0,3.2048216683079818,0.04487540141820129,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a0260c473dfa5bb1f284e24754900022877e1e7c1085124d7df556e0634f5ec5,True
10,45,330017,0,10,1,2,100.0,3.8518171975790283,1.2568587825845126,0.5108452934041183,3.8518171975790283,1.7677040759886309,2.0841131215903976,1.0411470949863843e-07,47,58,58,0.8,0.6380952380952382,0.0,3.03117415997793,0.0457169577091903,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,b089d88698e1b5f56009801f73620ec306c3c4fd46c1b7d181bf44af00440690,True
20,45,330017,0,20,2,3,100.0,2.984805329966272,1.5402482177866204,0.35141840327909246,2.984805329966272,1.891666621065713,1.0931387089005589,4.99338364419108e-07,62,74,74,0.35,0.31224489795918364,0.0,2.5135585236931415,0.06356589463249568,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,1d509aac96b06b7ec2dd3947abb732a3096f6790f29887e6d76186583bab5a50,True
21,45,330017,0,21,3,3,100.0,2.9055376240702855,1.5316355716233623,0.3545770672993239,2.9055376240702855,1.8862126389226863,1.0193249851475992,3.1131894908872915e-07,58,65,65,0.3333333333333333,0.3292517006802721,0.0,2.5248547017616,0.06285042328560667,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,13647546bc42dd19ef4c82553e90d4968c4e8baa683b618d0bb9f187ce90ba0d,True
35,45,330017,0,35,5,5,100.0,3.1653007732820306,1.8515677169467808,0.32597351931028157,3.1653007732820306,2.1775412362570625,0.9877595370249681,1.912703482681577e-07,81,85,85,0.2,0.20613275613275614,0.0,2.421327248060491,0.03792057741880504,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,fde361134b6c7c3de8af040621f6c40f144da7ba79f608c34b90d8c334aad593,True
50,45,330017,0,50,7,8,100.0,3.0568103219140155,1.895203081713849,0.2681588642371102,3.0568103219140155,2.1633619459509594,0.893448375963056,2.737710061116727e-07,46,53,53,0.24,0.23790772719344147,0.0,2.196164057999837,0.03227069840120476,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,ed628db33fc5200d9a750d04522718fe6244fedcb0b4f33f015f2cc325f82036,True
100,45,330017,0,100,14,15,100.0,3.057733989299923,1.9106988982982305,0.2567327557748794,3.057733989299923,2.16743165407311,0.8903023352268131,2.654258200096224e-07,49,56,56,0.19,0.19107696152627027,0.0,2.14870563381935,0.04106550356523472,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,047164dff2d6bd961317c40d671ddd3b3abe7e640cb8dd4122e7230e05c6efba,True
200,45,330017,0,200,28,29,100.0,3.0315138937294517,1.9007523386986618,0.25923691725044506,3.0315138937294517,2.1599892559491067,0.871524637780345,2.417680719092423e-07,45,52,52,0.2,0.20276700622922147,0.03333333333333333,2.15928212929929,0.03424656806499669,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,87f57268e8509b30b02d96a2c8a297d23743ac99d5dc9e6097fafc2d64a16f55,True
500,45,330017,0,500,71,72,100.0,3.0207013106888674,1.9140626893506891,0.25117200029890824,3.0207013106888674,2.1652346896495973,0.8554666210392701,4.6923477644081335e-07,65,71,71,0.194,0.19415282406518003,0.012658227848101266,2.1253787690538464,0.03673381864872029,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,bb0beb271c5c27258c2f2347e525b45f6d1a46b683dfc1d83ffed5fac47b67ef,True
7,45,355031,0,7,1,1,100.0,3.5494362547040965,1.1596161516024677,0.5684252555049546,3.5494362547040965,1.7280414071074222,1.8213948475966744,1.9476479860142115e-07,48,58,58,1.0,1.0,1.0,3.1974799493519708,0.0457418848131293,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,383d5c0ee5af14f498c99ad9274f6eeed9969c47154b2acd1ad0c25a26e2b634,True
10,45,355031,0,10,1,2,100.0,3.052447132337534,1.1992621542748432,0.4647035479939813,3.052447132337534,1.6639657022688246,1.3884814300687096,3.6309346616858473e-07,59,65,65,0.7,0.5904761904761904,0.0,2.891085719705714,0.04049925586250699,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,91b72037f7ec0dec8cd440f70151161b57db6262e3613dc16c35835f22ae19ae,True
20,45,355031,0,20,2,3,100.0,2.713444006838487,1.5421681989913085,0.2699603622184047,2.713444006838487,1.8121285612097133,0.9013154456287737,1.945409722585445e-07,50,57,57,0.5,0.45850340136054424,0.0,2.2028707534469745,0.0628280185670178,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,55c0a9e8727b5f755303eb1897edbdc6cf4eae4bc124cfd180ef47e6e440f3af,True
21,45,355031,0,21,3,3,100.0,2.625265632860957,1.5807270944652838,0.2543299819772826,2.625265632860957,1.8350570764425664,0.7902085564183907,2.2603837155927425e-07,49,63,63,0.47619047619047616,0.4697278911564626,0.0,2.1381223153911466,0.06188166285512113,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a1524ae80dcf8ef94a56c676b6ca2cfa226d5fad27c30318719f357340265c33,True
35,45,355031,0,35,5,5,100.0,2.8908074742815857,1.84693684213959,0.22690468783656256,2.8908074742815857,2.0738415299761526,0.8169659443054331,2.6012197109487323e-07,45,55,55,0.2571428571428571,0.24761904761904763,0.0,2.019904217925568,0.04474689471080205,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,fc163b9cb30b732bb70eb15abfcb88041f642d0f4232630b3e343224f52eb2ef,True
50,45,355031,0,50,7,8,100.0,3.0644831975183733,1.9159411741202947,0.2548037923383474,3.0644831975183733,2.170744966458642,0.8937382310597313,1.5582249244042168e-07,47,58,58,0.24,0.2331261175798991,0.0,2.1407352787680423,0.03424456752216385,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,7f7ef0040bee30a39c4a32021678f811d0cee2d1de425b6c41ea137c5dcbf74e,True
100,45,355031,0,100,14,15,100.0,2.9329644580932244,1.880104598861975,0.23850225925048424,2.9329644580932244,2.118606858112459,0.8143575999807653,1.9429904874997475e-07,42,51,51,0.23,0.22229715358747618,0.0,2.0709407581714836,0.04312794987393039,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,337955f8c9c2664252d48e3b301238306465346cb6c8029151b3a3b166492fe5,True
200,45,355031,0,200,28,29,100.0,2.969688739978691,1.9158333058195114,0.23707547715860156,2.969688739978691,2.152908782978113,0.8167799570005778,3.921235224024766e-07,44,51,51,0.19,0.18108891882782974,0.0,2.0647833648544953,0.0407122868848074,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,8864c23244b45a8f12b023cf60be4db65f3a075e1ed8d073b6f51a74e25d4e02,True
500,45,355031,0,500,71,72,100.0,2.9953829627298196,1.9172166926520284,0.24492372846744806,2.9953829627298196,2.1621404211194766,0.8332425416103431,1.2173965395663455e-07,49,54,54,0.196,0.19380868055349282,0.0,2.0987486412698546,0.0378419859062598,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,7eed5dbf9a0b51bd972db13912362dd44ba583025e434f17a5f2cbe660412c44,True
7,45,380041,0,7,1,1,100.0,3.4634891495151927,1.0407894203643073,0.6839127668313935,3.4634891495151927,1.724702187195701,1.7387869623194918,1.0033144984527426e-07,40,45,45,1.0,1.0,1.0,3.5075200332854584,0.029898016622181015,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,97dc71588bcb5ef70866ffcff81667b90104969f88729704fb98703c04376e7d,True
10,45,380041,0,10,1,2,100.0,3.2752877905810096,1.1232499550884523,0.6153494161639252,3.2752877905810096,1.7385993712523775,1.536688419328632,2.3692189011700893e-07,47,57,57,0.8,0.6571428571428571,0.0,3.3269578146755707,0.038570664476540395,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,7152d802792f1f23912a30fcdbc6c8319f24d0e97302e8341999557b8f22362e,True
20,45,380041,0,20,2,3,100.0,3.1404241604377825,1.5868249869469617,0.42246675135986617,3.1404241604377825,2.009291738306828,1.1311324221309547,2.410056117330833e-07,52,70,70,0.35,0.33945578231292517,0.0,2.7563370961074667,0.05275101502200189,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,f77123aa4020261323b9891fab479b37ec92b5be142e141e5cc55fd39b41eb5e,True
21,45,380041,0,21,3,3,100.0,3.1119054268298507,1.6307801114089837,0.3949948437152013,3.1119054268298507,2.0257749551241853,1.0861304717056655,2.7321913935256757e-07,42,49,49,0.2857142857142857,0.2816326530612245,0.0,2.6651742362648263,0.05294835962209567,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,8e53e1e7644711acaa77db86c7f2a29a3be9cfb0ad7760d9354f97105bfca552,True
35,45,380041,0,35,5,5,100.0,3.016414779503791,1.8909915553555883,0.27756724360796,3.016414779503791,2.168558798963548,0.8478559805402428,2.4486883152792863e-07,47,53,53,0.17142857142857143,0.16776556776556778,0.0,2.2342756399985872,0.03804046550851834,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,d5cf428990962de242df87937bbfab80b3754f4d8b7d32898c1e5887ca7be194,True
50,45,380041,0,50,7,8,100.0,3.052004335589889,1.878640285242883,0.2906032138859818,3.052004335589889,2.1692434991288647,0.8827608364610242,2.046353571871773e-07,49,68,68,0.18,0.1691261119832548,0.0,2.2862425999742833,0.032351072186886924,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,73cad1b225768b55cc2c74a12e0c9f0f6005d7d238409c14abbfd6305708c7a8,True
100,45,380041,0,100,14,15,100.0,3.034523115888278,1.89649047164672,0.27124409253000614,3.034523115888278,2.167734564176726,0.8667885517115521,1.9141215347115437e-07,46,52,52,0.22,0.213119294409617,0.0,2.208761200641426,0.03248358286664665,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,42b8fd4a4f943608c1e6e987a6faac3c3cbdd674bf7a1c9ff88c092d432cae40,True
200,45,380041,0,200,28,29,100.0,3.0171607515528307,1.9069653789022487,0.25535559728554247,3.0171607515528307,2.1623209761877913,0.8548397753650394,2.80058514729592e-07,45,52,52,0.21,0.2063176975187681,0.0,2.1429999906289665,0.037392985052797784,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,ef073884fa44e8a6a1ad700ef5e61f8e2da8b1c57bd1d1d2011544c1bb58507a,True
500,45,380041,0,500,71,72,100.0,2.99180202729906,1.9112934733989972,0.24669395163769328,2.99180202729906,2.1579874250366906,0.8338146022623696,3.2496117019151227e-07,40,46,46,0.204,0.19940535223651865,0.0,2.1063200738931878,0.03794649228451601,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a663467bd07acd25ee671fc87d12e99623f96ccc204a5113dcf904d795ec0a61,True
7,45,405019,0,7,1,1,100.0,3.6557739854546254,1.1352191908212323,0.704649062151129,3.6557739854546254,1.8398682529723613,1.815905732482264,1.1643543253170296e-07,45,56,56,1.0,1.0,1.0,3.5602492368356,0.035524635259881705,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,d682124a64dd876bc6a8236d9d6ae6f0a73e74d375ea8b9a83e6d28aeccb14eb,True
10,45,405019,0,10,1,2,100.0,3.5119661783270315,1.2573690290751354,0.611515473481371,3.5119661783270315,1.8688845025565064,1.643081675770525,1.3460745958496223e-07,56,60,60,0.8,0.7571428571428571,0.0,3.316614941350348,0.035052799338926,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,63be03722a81b8be210495761bbcb447cdbe91f2253dab0450ba7914c2ad0bfc,True
20,45,405019,0,20,2,3,100.0,3.15797693487861,1.7226940955555068,0.37934390526701023,3.15797693487861,2.102038000822517,1.0559389340560932,1.4223872779432767e-07,55,63,63,0.35,0.2942176870748299,0.0,2.6121452176144713,0.033078963819312905,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,388a87b009a14fdee1ccebbfe4bd4803993a88aa9a11f9270feff75ae030534d,True
21,45,405019,0,21,3,3,100.0,3.19314082629326,1.7427855238427366,0.36515853141819177,3.19314082629326,2.107944055260928,1.085196771032332,2.1481298623227119e-07,52,57,57,0.2857142857142857,0.2816326530612245,0.0,2.562494412517734,0.053144764828397334,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,95ee4ac809baa3ce2e88c565d6ca96739676026117097a79b0515fa7f3db7b33,True
35,45,405019,0,35,5,5,100.0,2.90206849508893,1.8358345863298735,0.23962993480076378,2.90206849508893,2.0754645211306375,0.8266039739582927,2.656596587832707e-07,46,62,62,0.22857142857142856,0.21571761571761572,0.0,2.0758013364915366,0.0446244158022453,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,a34589a3c58d970ada89489f3f3e451b95e36efeb25a2086aff78153cb4a6c12,True
50,45,405019,0,50,7,8,100.0,3.1650458010579547,1.915189153459132,0.2889556841283555,3.1650458010579547,2.2041448375874877,0.960900963470467,3.277595754815586e-07,44,51,51,0.14,0.13933419521654816,0.0,2.279762295054454,0.03156953463646123,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,ed72e52d984a3863410509e8435ba19c2f45fafbce4ad483f19dfb66276a5cd7,True
100,45,405019,0,100,14,15,100.0,3.064040328892383,1.9183595870656105,0.26188644558722346,3.064040328892383,2.180246032652834,0.8837942962395489,2.752049771837656e-07,44,50,50,0.18,0.17851783309857844,0.0,2.1703006201147117,0.03365077181649777,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,3244f4bed2bb6ba80780f8a947b3f2a03b753f545d7f7ae0be2c257b0ea0c208,True
200,45,405019,0,200,28,29,100.0,2.986270216851545,1.9081341361505733,0.24307438482529428,2.986270216851545,2.1512085209758673,0.8350616958756776,2.374888099752892e-07,46,51,51,0.185,0.18420848029734138,0.0,2.09080190699342,0.03815191633096091,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,c1d878057620eb149fc98b00fff1750d63a7ba072d48dcc3bbb05e664445b4aa,True
500,45,405019,0,500,71,72,100.0,2.9984179713930743,1.915963466955454,0.24356711713523946,2.9984179713930743,2.1595305840906933,0.838887387302381,8.021171136584487e-08,40,47,47,0.182,0.1830425169868731,0.0,2.09293390504522,0.037417995338122026,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,c249cc7f6b92cf4c137b2b1fa6b30bd5c6103aa5440f5961eed117980da0ef7a,True
7,45,430007,0,7,1,1,100.0,3.4623761961290245,1.0406891055080816,0.684420242220989,3.4623761961290245,1.7251093477290707,1.7372668483999538,2.190910916360575e-07,41,53,53,1.0,1.0,1.0,3.508822746861474,0.029716807754034017,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,8176c2973cf71281f448783f3e9a255f09ab01bbf07e1715ca077947f4e3be73,True
10,45,430007,0,10,1,2,100.0,2.7465649032395243,1.19816675773609,0.49862261982541,2.7465649032395243,1.6967893775615,1.0497755256780243,1.9681215602390667e-07,44,50,50,0.7,0.5904761904761905,0.0,2.994759812716099,0.04043012243073226,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,1a2edc96fb7e584a1ca9fea1eed813e572f58d8f4eaf218c2ae23abe6f9e6f3f,True
20,45,430007,0,20,2,3,100.0,2.8118015374240892,1.6462456660461915,0.3201914633601888,2.8118015374240892,1.9664371294063803,0.845364408017709,2.6958311948391267e-07,48,55,55,0.25,0.22380952380952376,0.0,2.3998087707502007,0.03409236982388617,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,be1d7c8f0510ff2d23ea0afe68d404f35aca3ff86395abc78ec5742baced3cc6,True
21,45,430007,0,21,3,3,100.0,2.7982944799433596,1.656078618147399,0.3018470214429669,2.7982944799433596,1.957925639590366,0.8403688403529936,2.619109661259819e-07,46,54,54,0.23809523809523808,0.22210884353741495,0.0,2.330038486976028,0.033890484939543206,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,93afa5d226eb7f24c7de4dc5d533c67f054ea5243f9b75dd3e8e8f3babf62322,True
35,45,430007,0,35,5,5,100.0,2.8836845900036088,1.7992023137736068,0.2581466625811377,2.8836845900036088,2.057348976354745,0.826335613648864,1.8765912357995157e-07,66,86,86,0.22857142857142856,0.21226551226551224,0.0,2.154487232828612,0.04736267953967116,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,2c57619363341adf1e0c78986ff967f2ecb0446e21704c66290f668f2b010b01,True
50,45,430007,0,50,7,8,100.0,3.030711314966612,1.877547474164729,0.2756439821761682,3.030711314966612,2.153191456340897,0.8775198586257149,1.7148011610332303e-07,51,57,57,0.18,0.1691261119832548,0.0,2.2265574073734937,0.03574004783841856,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,6e260502c389f67b58c83d89d61846202fcadf70fc453fe01bb3a427b385e8e1,True
100,45,430007,0,100,14,15,100.0,2.9352632127924,1.8850865937566335,0.2483690004541573,2.9352632127924,2.133455594210791,0.8018076185816092,1.7547140672251327e-07,45,52,52,0.2,0.18783618766507024,0.0,2.113487412061255,0.036459254365780736,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,8a2a0353ca32e269e051e806bee558c0877484ece76b02fcf76b8e3c52841165,True
200,45,430007,0,200,28,29,100.0,2.986542558725394,1.9061679563560645,0.246200913834853,2.986542558725394,2.1523688701909176,0.8341736885344764,3.14082796101095e-07,50,60,60,0.2,0.19603684422475304,0.0,2.1042203060033753,0.03756785450443216,08eed976c2cdad22252d1bc69f778503aed8210c9d24e00dde871cf15aac7874,256d7a0649165eff0445f69773f7ca625b618b211b90e89429f608914b6be993,True
