budget,source_seed,support_seed,fold,prediction_sha256,access_sequence,passed
7,46,305093,0,cac98b2980ea31ea7630d47cd8abe2a1fc5462fa208841f5e69d443ed5c35d8f,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,305093,0,850d9753566748e7d5766a0ae6c258b3535dabb16c24bad72e0119d21f56499b,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,305093,0,361e2e665219c864bcfdc4432a44ca3aa65e9a4436bd646f40b539f1d1ea264f,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,305093,0,361e2e665219c864bcfdc4432a44ca3aa65e9a4436bd646f40b539f1d1ea264f,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,305093,0,ae55c2bcf4937b3839523d6879f6ca53a3d68148a2b6dff62c24ad3ebefa665c,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,305093,0,fd51ba810a1b0146d8c23bf9241f8b66986aa67627898703c148236d0433d517,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,305093,0,da99c2a055947114f5dc05fe22e1ce4d5335ed7bbdbcda3263e0ebbd6d45321c,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,305093,0,86747670fb9b011ad5c90f488721c49e21d4da1f6eb3acb5822a245b9063997f,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,305093,0,6f855c34afd584c7048298b7362fdcf7c262b17d973dc669bb5626c1feba3f1e,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,330017,0,602fff0a27776c73a8b1e12d2b3d71a5812b601bd47410c766db4e0127ec49f4,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,330017,0,eeb2028c44be95706fa477e7b4fdfb873959615e9459801c92b498f244d7347c,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,330017,0,1e7e8f8810c2de396dc12ca66cb83642fd17faf65d8a664acb5ccb55ef178d26,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,330017,0,597665a9300ee0c31b48ff673be2d4c685ec163a1ad640c439fa45feed33fdce,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,330017,0,d1c0a00ede7cd66738b8939ee2b5f28d0d2dbfb5c840ff571d68a35b4c086dd0,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,330017,0,cec2a3dbe301e5a2de6d6c678fe068a9da263ad00847ff151ba4c814cc14b522,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,330017,0,0898d5e14e1b22fa2a8490184ec5d9ff9491e2e16ad5ae09c7b385659d701a42,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,330017,0,7b3f91c83317836a48025ae2ad2fa02af71556d743379f7c1b1b253f43637eaa,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,330017,0,7b3f91c83317836a48025ae2ad2fa02af71556d743379f7c1b1b253f43637eaa,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,355031,0,751682a433cb7797f6dcb5fe8cc6f580bfce5c44feef633043bcc1c55e22c905,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,355031,0,30c6b6d6663b52f076d7b595e757ddb97ee56e866e0adcc9b6389ccbb3d18f84,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,355031,0,322f2da63476149c21207c2c8dceebda9d69900b28f60975f3f21693f6981774,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,355031,0,2da2aba623cc6b1b9c2661fb51efdf182a56bf1aeba2e5471026eb880ef729ef,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,355031,0,78673f22605e5ff02fd5f2fc73aaaccf104e6381b114b6cf0335d71c935f9e7e,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,355031,0,d4085e5bf97b90cb2ed291af82285f81448040ef76abe23c0c3c4e1e752beeaa,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,355031,0,1b427dc2d361fac02c2bb81b0cc9895b94c1abd8597d9feffe8ff375b605a3d4,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,355031,0,6311c5a2ca64e0d669de976e4ec4a7e05b938d030ae2adfd57df938e5874f705,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,355031,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,380041,0,54a53f466ab065bfc08b34d7947074a3c56e0fd51deaa778dd5c3aeaf399edd9,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,380041,0,beb21f1e945e7c9c91dd2034dc012a451a02980e852287778cce0875ccc3bda6,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,380041,0,8b4b7cd8ea878da213b6ac957fbd4280b6911fd2f507c677bed0282c5b6ab202,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,380041,0,69dce7f167235a525973df43f94f9882ae63be206ef15ec23a2a6e518c34a407,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,380041,0,144811f8919229c88f80992959994ec50d428a8ec18d99f0e0b9df5e3d2bf82b,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,380041,0,bbe7249c34cbba86f84817161e41a368bbd66f30829dad56946fd2ae7403d186,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,380041,0,6d45a48b1a0f12b37bcc17480546a651045e38a7cca11c94e081682c3fabe1d8,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,380041,0,d5664ff9e21b684f06b6228fa47085bc78eba3797604cc2c58230eb2458a88f2,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,380041,0,d9dcc916821cf48c0fe6ccf4ed8f4b9ecef6c20a2d41268a38e7432bbfc00b0a,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,405019,0,405d1a1ab631ad32ff4b341112a231bd574d2ecc80c8c573d32ea04226934cca,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,405019,0,af4431506be26a5cfe7657d94298517867189e5db3f4e072b5b8ac3d4cf418c6,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,405019,0,d461abec0a470f7465a7e6d87b5e7c98c9395df4f22ab8a100a68df659ad400d,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,405019,0,cefce4a5b98704c52875fd34556ffa868ba4a1fd171ac7140cbe1e3bdc816bfc,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,405019,0,daa0b9c1df3e9454f58ead4d7ad5b893ae28b3b2f1cadd5d3883b8ec4cb9d0f7,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,405019,0,b442df330a188b7563c5eddb35547efa9e596b12d43932900b92cf70e42c8662,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,405019,0,6738403b610851284cb97ecb16c70153a1289f98d10a79014e496b67909fa0fd,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,405019,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,405019,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,430007,0,54a53f466ab065bfc08b34d7947074a3c56e0fd51deaa778dd5c3aeaf399edd9,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,430007,0,2ec237ccb4be388132994d23463a0f0fdfbf7e2dfb0dcad12e7e70c1af17a303,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,430007,0,6f03b6f966881c5737349dd238ba33694869e3cc65cf219eee5b286be0d22969,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,430007,0,3432da42c79d0c589208b74093337e813d838884a0c3fe8590b2474ade3459fd,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,430007,0,6cae47a80c55a2005e267206ec2fe913dae7ed8180071bf720325ed1838ddb57,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,430007,0,7932cef93c1d80015daf12e07d454d3e02d6a4cd261c18bc58b0c339ce06281e,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,430007,0,012dd0769dcd9879f6339ed380dbda54c3fa4de5588ca89b89c699538e1aca64,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,430007,0,b30283379974433b2ef483e806cc0d6be6ac0feacad9e3800dae6da289322169,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,430007,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,455003,0,602fff0a27776c73a8b1e12d2b3d71a5812b601bd47410c766db4e0127ec49f4,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,455003,0,d7be6021fa45bf5d32495b1adcf118977d12e799081cf4597bd92e9a7e8c109d,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,455003,0,e9cf617e5a5a711002c4accb5bbeefee9352b42c97aee3f1892ebf50d8918606,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,455003,0,d9d770fb2e845e80dcb656c00a0a4249f02cca80a62afa55de059d1c9fe3923d,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,455003,0,1dcfeb09507e1fee2604351898883331157269e906f095e5e982db3721b321b7,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,455003,0,b0702e4553bc8cb94c5cfed55670f76e3898ce1c3ed34961e791cbbe4617bca1,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,455003,0,2ddb65b411f815460b5bd55b3bf0a372409687d408cb59a19d5a3ae0dd3fd478,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,455003,0,32127289ceeb6115b5142b1344b864173faa359d93e662f5761c97f4b8491168,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,455003,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,480017,0,29f44a191094867b8f2000888fc8a7b6ceabe05b9f1bf13b2da70c8ca0ebf5bc,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,480017,0,86736704243eec10770dbed219b185fbb3cf27e4a9e163801a8f5e94c0c09955,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,480017,0,a00ae6fdfdb1b87c87cc265f372c316d27b5da75329046b236c2d0a8280c1b39,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,480017,0,c91b23060b81786ab9d8e375d06effecbfb7705ff3d39939bb62a1017c3bc155,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,480017,0,5ff9c78d215109ad6edfd60d1e553b2159288ea268eea0e96675d94ff3eb113b,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,480017,0,a3f62254d9ac9fcffd9efeccf79c41379dd0f53d0d299e11fe3b2244b6710634,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,480017,0,c3db4436d6f893813947dba7d65c028a2e07dc2385696d004b5dcd7fa52252d9,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,480017,0,9728fc026a878c99f3fab75a4a4a8021736fcd37f3c08c89ac33382eab00aca7,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,480017,0,cc3c22ec5b05556cd9370261d016e5eadb2378ec4fc10825651a2aea10afef32,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,505027,0,a52af1a24d9c4cbc0acea11de751b6db78d81097453c7c02bd9619d958a2f51d,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,505027,0,f0ddb9a40ffbdf05cd6edf8314cc56555ff49253501b2fb605c48509d4846099,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,505027,0,1876c7efb6b86d3d799ffc4756ab12f9e1c318a67bf18e09b05ef57d367d728b,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,505027,0,c87fb2f4fd50d8c349b3660af8263e05d97f48d9eceb5d6ea365d42fa987208a,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,505027,0,383613d897275c82f4152747b30e8c46daff7fc63c10a245f63094103a03e039,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,505027,0,858e5d235450bae40b01c97ed741a2964b95d2856e5674a233829c13147fc817,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,505027,0,beb1c8e1a0054cd4dc554fb18a5f2f0d70c5d480b277012cdf2c4c65dd9448dc,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,505027,0,c9202980ab2fab82c39df69eff68267678d379d8494e31d9da4937e08b8e2f80,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,505027,0,693f6b86e8f8bd782b3476e24c0ec23af154d9048d1e4eb172455ce2acb13604,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,530017,0,804c88b044bc61e4e2317c89eace9e721261382a672407a32339c3bfcc6f6376,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,530017,0,0933feb01e376ede7d8228062976e89563f5863cd808cc0764277a27849b707a,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,530017,0,de11b11334eb6f1f1971817c444cfac0458778c8ec2f424ac539484220c07512,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,530017,0,f71dbee7e9c3f3d01535652691274d358b6e9d48ec894b8c7f5778d393f3d13e,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,530017,0,d2effd504e848a87c5d7d309338d60da60911a418562ccbb77bf09b94944fca9,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,530017,0,b1e6f24d4bbd8594acce6b2570d3e1931328fb616cab49f53724929675e7410b,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,530017,0,43e16697f15b9d0844629c4c8f93c2f7427cf728c300c98cd762615c68c8e5d6,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
200,46,530017,0,f06d0dae2f4dce434681d5666c1993b37e892d28fda86ebc14e98244d93b54bd,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
500,46,530017,0,782e5dec8a3fa3e8f3d2dddde6d73b268b8dade2108d3bac6ff1bf3191f63cc9,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
7,46,555029,0,513929f6e86d5283429da89618bd14bd8a144cd9d69b2a524c02ed5b9bccb58d,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
10,46,555029,0,8c1ed8af5e722a415e7ac7e3353a98252f3d0dd7d27a2915cfb95dc152574f56,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
20,46,555029,0,c5653b8aa2f1ec0699be8e82fa85def3352d92e57b51656d746161baf0e0acb1,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
21,46,555029,0,c5653b8aa2f1ec0699be8e82fa85def3352d92e57b51656d746161baf0e0acb1,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
35,46,555029,0,ba6d396295bdf79835fa8e8e41837dfed7063f393824c4593c466e1ccf654ce7,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
50,46,555029,0,e3c60b63c2f4dafb9dcf97845c444fbc4902952ee6ad4c79b86f37e655eb4952,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
100,46,555029,0,b7dd57ad4c7ec8e5ab0b2ff4b2755d598fa15fd04aebf9fa40990c088e6388a0,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,True
