unit_id,source_seed,p4_split_seed,arm,method,class_index,precision,recall,f1,support
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,5,0.355297157622739,0.7768361581920904,0.4875886524822694,354
source_seed_42_split_seed_53,42,53,A2_PROTOTYPE_BLEND_SELECTED,SOURCE_TARGET_PROTOTYPE_BLEND:alpha=1,6,0.5104166666666666,0.5490196078431373,0.5290148448043185,357
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,0,1.0,0.9915254237288136,0.9957446808510638,354
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,1,0.9592391304347826,0.9943661971830986,0.9764868603042876,355
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,2,0.9887323943661972,0.9887323943661972,0.9887323943661972,355
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,3,1.0,0.9719101123595506,0.9857549857549858,356
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,4,0.9859943977591037,0.9859943977591037,0.9859943977591037,357
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,5,0.9775280898876404,0.9830508474576272,0.9802816901408451,354
source_seed_42_split_seed_53,42,53,A2_LINEAR_PROBE_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,6,0.9971830985915493,0.9915966386554622,0.9943820224719101,357
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,0,1.0,0.9915254237288136,0.9957446808510638,354
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,1,0.9592391304347826,0.9943661971830986,0.9764868603042876,355
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,2,0.9887323943661972,0.9887323943661972,0.9887323943661972,355
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,3,1.0,0.9719101123595506,0.9857549857549858,356
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,4,0.9859943977591037,0.9859943977591037,0.9859943977591037,357
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,5,0.9775280898876404,0.9830508474576272,0.9802816901408451,354
source_seed_42_split_seed_53,42,53,A2_FINAL_SELECTED,FROZEN_ENCODER_MULTINOMIAL_LINEAR_PROBE:C=10,6,0.9971830985915493,0.9915966386554622,0.9943820224719101,357
source_seed_42_split_seed_71,42,71,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,0,0.15814696485623003,0.2796610169491525,0.20204081632653062,354
source_seed_42_split_seed_71,42,71,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,1,0.2829736211031175,0.6685552407932012,0.3976411120471778,353
source_seed_42_split_seed_71,42,71,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,2,0.0,0.0,0.0,355
source_seed_42_split_seed_71,42,71,A0_MATCHED_SOURCE_ONLY_CONTROL,LEARNED_SOURCE_HEAD,3,0.07364341085271318,0.16101694915254236,0.10106382978723405,354
