run_id,arm,lambda_max,fold,seed,familiar_validation_accuracy,familiar_validation_macro_f1,position_probe_macro_f1,tagid_probe_macro_f1,outer_held_lopo_accuracy,outer_held_lopo_macro_f1,outer_held_lopo_chance_reference,domain_train_accuracy,domain_validation_accuracy,selected_checkpoint_epoch,selected_mean_lambda,selected_maximum_realised_lambda,selected_cumulative_domain_gradient_coefficient
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S2-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S2,43,0.30904761904761907,0.2901032534459435,0.9857115846905977,0.17465639623534363,0.20317460317460317,0.1698758032904561,0.14285714285714285,0.964047619047619,0.9280952380952381,7,0.009673741526504978,0.018034293489624275,1.1511752416540924
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S2-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S2,44,0.26571428571428574,0.260198709101975,0.9380276388387563,0.2346626389483532,0.14063492063492064,0.11879773091142162,0.14285714285714285,1.0,0.929047619047619,14,0.01636791077837803,0.026532949571772806,3.8955627652539713
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S2-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S2,45,0.27380952380952384,0.27778423760407017,1.0,0.2544276824949094,0.18126984126984128,0.15012113226448304,0.14285714285714285,1.0,0.9747619047619047,14,0.01636791077837803,0.026532949571772806,3.8955627652539713
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S2-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S2,46,0.2833333333333333,0.2733616646107846,0.9761769710720362,0.23287855002140714,0.1796825396825397,0.1677157499204743,0.14285714285714285,0.9757142857142858,0.9276190476190476,8,0.010840531806528705,0.01983786101968558,1.4743123256879038
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,42,0.31,0.29860407052992255,0.8420881245003521,0.1847162361448076,0.19174603174603175,0.10854532451087084,0.14285714285714285,0.8145238095238095,0.7719047619047619,6,0.008436626430488408,0.016000545220967822,0.8605358959098176
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,43,0.2842857142857143,0.25763278942824497,0.8427408883421362,0.218149469578041,0.1653968253968254,0.11408449569762655,0.14285714285714285,0.9628571428571429,0.8361904761904762,11,0.01390943110583395,0.02396528706414488,2.601063616790949
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,44,0.2642857142857143,0.24519130396759206,0.8569156396637961,0.24696682402564757,0.2180952380952381,0.16173486404014792,0.14285714285714285,0.8321428571428572,0.8333333333333334,4,0.005769117728266963,0.01125910423712531,0.3923000055221535
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,45,0.310952380952381,0.2798511753075372,0.8186363636363637,0.2964047996821106,0.15714285714285714,0.09819910928751521,0.14285714285714285,0.8071428571428572,0.7857142857142857,3,0.004353347926375727,0.008587150556106975,0.22202074424516205
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.03-S3-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.03,S3,46,0.2857142857142857,0.2484752109398471,0.850855656279484,0.2847657011522558,0.2038095238095238,0.15630208000032977,0.14285714285714285,0.8928571428571429,0.7857142857142857,6,0.008436626430488408,0.016000545220967822,0.8605358959098176
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,42,0.27095238095238094,0.2584308964784078,0.9380709288820464,0.2748923298923299,0.25492063492063494,0.19652604241193863,0.14285714285714285,0.93,0.9047619047619048,3,0.014511159754585758,0.02862383518702325,0.7400691474838736
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,43,0.23523809523809525,0.23620244587557312,0.9522727272727274,0.20285904571618857,0.18698412698412697,0.10462810227134375,0.14285714285714285,1.0,0.9523809523809523,12,0.049309378497117244,0.08322842780786528,10.059113213411917
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,44,0.2561904761904762,0.25470464858477343,0.9045454545454545,0.23398252541109682,0.22031746031746033,0.14646963508331265,0.14285714285714285,1.0,0.8557142857142858,15,0.05689105783358704,0.09044005050919579,14.507219747564696
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,45,0.2561904761904762,0.21267355679518898,0.9095157064527456,0.19336948765520195,0.35079365079365077,0.2884049692258496,0.14285714285714285,0.8809523809523809,0.8328571428571429,2,0.0096549356589531,0.01919358496996104,0.3282678124044054
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S1-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S1,46,0.2842857142857143,0.2808776189464509,0.9285471193582367,0.2313418327704042,0.1726984126984127,0.08393971051242055,0.14285714285714285,0.7997619047619048,0.8342857142857143,2,0.0096549356589531,0.01919358496996104,0.3282678124044054
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,42,0.29904761904761906,0.2745130997566424,0.9761769710720362,0.18048935191792334,0.22253968253968254,0.2129921766914167,0.14285714285714285,1.0,0.9761904761904762,14,0.05455970259459344,0.0884431652392427,12.985209217513239
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,43,0.2838095238095238,0.2638345653410879,0.9761769710720362,0.19774699623439118,0.17492063492063492,0.16184863535581387,0.14285714285714285,0.9997619047619047,0.9757142857142858,14,0.05455970259459344,0.0884431652392427,12.985209217513239
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,44,0.29333333333333333,0.2693163816962693,0.9523809523809523,0.24099868385582673,0.23238095238095238,0.2143779910679316,0.14285714285714285,1.0,0.9528571428571428,17,0.06103380812909743,0.09349213958483696,17.638770549309157
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,45,0.28714285714285714,0.27825215704098627,0.9809415768576291,0.22006295292009578,0.17492063492063492,0.1422910883958857,0.14285714285714285,0.9416666666666667,0.9461904761904761,4,0.019230392427556545,0.03753034745708437,1.307666685073845
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S2-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S2,46,0.26476190476190475,0.2658259317171007,0.9761769710720362,0.26285666714238143,0.18857142857142858,0.17620512077747513,0.14285714285714285,0.9647619047619047,0.9047619047619048,6,0.02812208810162803,0.053335150736559415,2.868452986366059
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S3-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S3,42,0.31,0.2663769073692026,0.8183804712335625,0.18670213073574418,0.20095238095238097,0.13429909485167194,0.14285714285714285,0.8971428571428571,0.8333333333333334,10,0.04319236709538663,0.0759608367556106,7.342702406215728
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S3-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S3,43,0.26476190476190475,0.26748998231915716,0.8617939094371312,0.22414823271966128,0.16253968253968254,0.10149509895406576,0.14285714285714285,0.8802380952380953,0.8571428571428571,8,0.03613510602176235,0.06612620339895195,4.91437441895968
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S3-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S3,44,0.26476190476190475,0.2584244284797047,0.8999432048382701,0.19993793321524414,0.20603174603174604,0.1232535353859296,0.14285714285714285,0.9276190476190476,0.8333333333333334,7,0.03224580508834993,0.06011431163208092,3.8372508055136416
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S3-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S3,45,0.32666666666666666,0.2922325494631468,0.8077803203661327,0.2703435453435453,0.22253968253968254,0.1189321200704834,0.14285714285714285,0.7621428571428571,0.7142857142857143,2,0.0096549356589531,0.01919358496996104,0.3282678124044054
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.10-S3-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.1,S3,46,0.2857142857142857,0.275169059271469,0.8709324009324011,0.2389397903683618,0.18222222222222223,0.13858647922425305,0.14285714285714285,0.9419047619047619,0.8576190476190476,12,0.049309378497117244,0.08322842780786528,10.059113213411917
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S1-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S1,42,0.259047619047619,0.2599590928187922,0.9522727272727274,0.2687213580070723,0.22126984126984128,0.15443324609258813,0.14285714285714285,1.0,0.9523809523809523,11,0.13909431105833953,0.2396528706414488,26.01063616790949
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S1-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S1,43,0.25476190476190474,0.24565819435042233,0.9522727272727274,0.22865055579341295,0.22095238095238096,0.15277868367445363,0.14285714285714285,0.9880952380952381,0.9523809523809523,5,0.07133041072438152,0.13738155311941913,6.063084911572429
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S1-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S1,44,0.2604761904761905,0.27066842445578887,0.9522727272727274,0.24114948543519973,0.23174603174603176,0.17158579092274454,0.14285714285714285,1.0,0.9285714285714286,13,0.15611070608043462,0.2581791077546072,34.50046604377605
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S1-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S1,45,0.26095238095238094,0.24743514021304186,0.9237338214819781,0.15685742828599972,0.21746031746031746,0.1545766821964312,0.14285714285714285,0.8823809523809524,0.8319047619047619,3,0.043533479263757266,0.08587150556106975,2.2202074424516205
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S1-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S1,46,0.30666666666666664,0.2750366445967915,0.9522727272727274,0.17576043004614433,0.23555555555555555,0.1877443845763831,0.14285714285714285,1.0,0.9523809523809523,9,0.11935201580975922,0.21418148994868288,18.26085841889316
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S2-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S2,42,0.31761904761904763,0.30197852377811607,0.9761769710720362,0.17506144649001792,0.206984126984127,0.21493774141101665,0.14285714285714285,1.0,0.9766666666666667,13,0.15611070608043462,0.2581791077546072,34.50046604377605
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S2-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S2,43,0.21904761904761905,0.20704048682530019,0.9809415768576291,0.18765685859670822,0.21968253968253967,0.2111904963694762,0.14285714285714285,0.8838095238095238,0.9042857142857142,4,0.057691177282669634,0.1125910423712531,3.923000055221535
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S2-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S2,44,0.26,0.2522025460742253,0.9523809523809523,0.20228454085596942,0.1746031746031746,0.17008788088638999,0.14285714285714285,1.0,0.9523809523809523,8,0.10840531806528704,0.19837861019685582,14.743123256879038
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S2-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S2,45,0.25476190476190474,0.24535610624461876,0.9761769710720362,0.2587108922823208,0.23904761904761904,0.18495431248969219,0.14285714285714285,0.9342857142857143,0.9047619047619048,7,0.09673741526504978,0.18034293489624276,11.511752416540924
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S2-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S2,46,0.2861904761904762,0.29171381075266467,0.9761769710720362,0.21441606013034584,0.2384126984126984,0.2309045258790217,0.14285714285714285,1.0,0.9757142857142858,15,0.1706731735007611,0.27132015152758737,43.521659242694085
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S3-S42,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S3,42,0.26476190476190475,0.23473184275577527,0.851950271950272,0.19445475159760878,0.2092063492063492,0.15064591493876062,0.14285714285714285,0.8616666666666667,0.8523809523809524,6,0.08436626430488407,0.16000545220967824,8.605358959098176
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S3-S43,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S3,43,0.2857142857142857,0.2627643324850602,0.8664285714285714,0.20213691070833928,0.14476190476190476,0.057353688819305866,0.14285714285714285,0.975,0.8095238095238095,7,0.09673741526504978,0.18034293489624276,11.511752416540924
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S3-S44,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S3,44,0.2885714285714286,0.24745460554453388,0.9237771115252681,0.16669160904455022,0.16380952380952382,0.12501881253908184,0.14285714285714285,0.986904761904762,0.8571428571428571,8,0.10840531806528704,0.19837861019685582,14.743123256879038
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S3-S45,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S3,45,0.3352380952380952,0.2999867319921826,0.8077803203661327,0.2789294039294039,0.23142857142857143,0.14573907188900473,0.14285714285714285,0.6919047619047619,0.6771428571428572,2,0.028964806976859298,0.057580754909883125,0.9848034372132162
DANNV2-DEV-ARM_A1_DOMAIN_POSITIVE_MATCHED-L0.30-S3-S46,ARM_A1_DOMAIN_POSITIVE_MATCHED,0.3,S3,46,0.2876190476190476,0.24714757005650442,0.8373465423465423,0.26742035742035747,0.27746031746031746,0.2602876500483862,0.14285714285714285,0.9271428571428572,0.8095238095238095,6,0.08436626430488407,0.16000545220967824,8.605358959098176
